geohome,geowork,likeIrpin,likeVishneve,likeBucha,likeVorzel,likeKocubinske,likeBoyarka,likeBrovary,likeBoryspil,likeVyshgorod,comments,liveSuburb,liveOkolica,isGoodWorkLocation,age,isRented,job,liveHouse,isInvestor,isActivist,isFreeAppartmentImportant,
49.4391|32.0197,49.4473|32.0616,Нормальне,Найкраще,Нормальне,Погане,Найкраще,Найкраще,Найкраще,Найкраще,Найкраще,,Так,Так,Скоріше так,31,Ні,Software Developer,Так,Скоріше ні,Скоріше так,Скоріше ні,
49.8513|24.0223,49.7982|24.0111,,,,,,,,,,,Скоріше ні,Скоріше ні,Скоріше так,37,Ні,Інша ІТ спеціальність,Важко відповісти,Ні,Скоріше так,Ні,
50.4597|30.3683,50.4212|30.5283,Найкраще,Найкраще,Найкраще,Важко відповісти,Важко відповісти,Важко відповісти,Нормальне,Погане,Найкраще,,Так,Так,Ні,26,Так,Software Developer,Так,Скоріше так,Так,Так,
Київ,Київ,Погане,Погане,Погане,Погане,Погане,Погане,Погане,Погане,Погане,,Скоріше ні,Важко відповісти,Скоріше так,27,Так,Software Developer,Так,Скоріше ні,Скоріше ні,Скоріше ні,
50.4608|30.3657,50.4536|30.4882,Важко відповісти,Нормальне,Нормальне,Нормальне,Нормальне,Важко відповісти,Нормальне,Нормальне,Нормальне,,Так,Так,Скоріше так,27,Так,Software Developer,Так,Скоріше так,Скоріше так,Скоріше так,
50.5218|30.2516,37.5413|-122.2929,Найкраще,Нормальне,Найкраще,Нормальне,Погане,Погане,Найкраще,Нормальне,Найкраще,,Так,Так,Так,33,Ні,Інша ІТ спеціальність,Так,Так,Скоріше ні,Скоріше так,
"48.2921, 25.9358","48.17420, 25.55439",,,,,,,,,,,Так,Так,Ні,26,Так,Software Developer,Так,Так,Так,Так,
50.4662|30.3545,50.4396|30.5207,Нормальне,Нормальне,Нормальне,Нормальне,Нормальне,Нормальне,Нормальне,Нормальне,Нормальне,"Дуже приваблива міцевість в напрямку Конча-заспи, Ходосівки, Українки.",Так,Так,Скоріше так,30,Ні,Software Developer,Так,Так,Так,Так,
Одесса,46.4515|30.7554,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,,Скоріше ні,Скоріше так,Так,28,Так,Software Developer,Ні,Так,Так,Ні,
50.4271|30.4176,50.4299|30.5146,Найкраще,Нормальне,Нормальне,Нормальне,Найкраще,Нормальне,Нормальне,Нормальне,Нормальне,,Скоріше так,Скоріше ні,Скоріше так,22,Так,Software Developer,Так,Скоріше ні,Скоріше ні,Скоріше так,
50.5208|30.2536,50.4569|30.4229,Нормальне,,,,,,Найкраще,,,,Ні,Ні,Так,34,Скоріше ні,Software Developer,Ні,Ні,Ні,Ні,
49.8274|24.0362,49.8119|23.9876,,,,,,,,,,,Так,Так,Скоріше ні,25,Скоріше так,Software Developer,Так,Скоріше ні,Скоріше так,Так,
50.4090|30.6265,50.3988|30.6346,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,,Важко відповісти,Скоріше так,Так,26,Так,Software Developer,Так,Скоріше так,Скоріше ні,Скоріше так,
49.8492|36.6677,49.9885|36.2305,,,,,,,,,,,Так,Так,Скоріше так,30,Ні,Software Developer,Так,Так,Так,Так,
49.7889|24.0562,49.8329|23.9974,,,,,,,,,,,Так,Так,Скоріше ні,27,Так,Software Developer,Так,Скоріше так,Важко відповісти,Скоріше так,
50.4041|30.6606,50.4485|30.5914,,,,,,,,,,,Ні,Скоріше так,Так,29,Ні,BA/QA,Ні,Ні,Скоріше так,Ні,
49.9652|36.2125,50.0050|36.2345,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,где-нибудь в карпатах,Так,Скоріше ні,Скоріше так,27,Ні,Software Developer,Так,Так,Скоріше ні,Так,
50.4590|30.4338,50.4219|30.5046,Найкраще,Важко відповісти,Нормальне,Нормальне,Нормальне,Важко відповісти,Важко відповісти,Важко відповісти,Нормальне,,Так,Скоріше ні,Скоріше ні,25,Так,Software Developer,Так,Так,Скоріше так,Скоріше так,
50.5108|30.2371,50.4446|30.4505,Нормальне,Нормальне,Нормальне,Погане,Погане,Погане,Нормальне,Нормальне,Погане,,Так,Так,Скоріше ні,31,Ні,Інша ІТ спеціальність,Скоріше так,Скоріше ні,Скоріше ні,Скоріше так,
50.4802|30.5269,50.4321|30.4864,Погане,Погане,Погане,Погане,Погане,Погане,Погане,Погане,Погане,,Ні,Важко відповісти,Так,32,Ні,Software Developer,Скоріше ні,Ні,Так,Так,
50.3392|30.2949,50.4630|30.5056,Нормальне,Нормальне,Нормальне,Погане,Нормальне,Найкраще,Погане,Погане,Погане,,Скоріше так,Скоріше так,Скоріше так,31,Ні,Інша ІТ спеціальність,Так,Скоріше так,Скоріше так,Так,
"47.5016,35.0818","47.5016,35.0818",Погане,Погане,Погане,Погане,Погане,Погане,Погане,Погане,Погане,"Опрос не совсем правильный, т.к. не все живут в Киеве и тем более хотят в него переехать, это просто какой-то совковый стереотип, что надо ехать в столицу и окрестности. У нас сейчас есть доступ ко всему миру, так почему себя надо ограничивать столицей и окрестностями, если можно к примеру работать из Карпат, главное чтобы интернет был",Скоріше так,Скоріше так,Так,32,Ні,Інша ІТ спеціальність,Так,Так,Скоріше так,Ні,
50.0307|36.2066,50.0128|36.2445,,,,,,,,,,,Скоріше так,Ні,Ні,33,Ні,BA/QA,Так,Важко відповісти,Скоріше так,Скоріше так,
49.8353|24.0419,49.8519|23.9899,,,,,,,,,,,Скоріше так,Скоріше так,Ні,38,Так,Інша ІТ спеціальність,Скоріше так,Скоріше так,Важко відповісти,Скоріше так,
50.4390|30.5966,50.4742|30.4974,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,"Идея города-спутника в принципе не может быть интересной, поскольку инфраструктурно он будет проигрывать Киеву: кол-во магазинов, детских площадок, ТРЦ, хороших школ и детских садов, автостоянок в пешей доступности будет меньше, соответственно, отсутствие каких-либо сервисов будут решаться только поездкой в Киев. Например, не хочешь водить ребёнка в быдлошколу, из которой в даже ПТУ не факт, что возьмут - отвози каждый день его в нормальную школу в Киеве. Хочешь водить ребёнка на спорт или какие-нить курсы - вози его в Киев 2-3 раза в неделю. Это время и бенз. Поэтому, даже если офис будет расположен в паре мин пешком от жилья, ты будешь завязан на город и хорошо если на weekly-basis (закупки), а не daily-basis (школа). Такой вариант будет интересен разве что приезжим студентам, которых волнуют $100 разницы за аренду, а детей у них нет. Ещё 1 ньюанс для киевлян n-го поколения с детьми заключается в том, что родственники у них зачастую тоже в Киеве. Соответственно, если родственники рядом - не проблема их попросить посидеть с детьми. Если же ты в каком-нить Ирпене - то приехать родственникам будет более проблематично, соответственно возникает необходимость в поиске няни, что полностью нивелирует бонус по льготной аренде.",Скоріше ні,Ні,Скоріше ні,37,Ні,BA/QA,Скоріше так,Ні,Скоріше ні,Ні,
50.0258|36.3407,49.9896|36.2769,,,,,,,,,,,Важко відповісти,Скоріше так,Так,31,Ні,Software Developer,Так,Ні,Скоріше так,Ні,
50.5154|30.6083,50.4699|30.5171,Погане,Погане,Найкраще,Нормальне,,,,,Нормальне,,Так,Скоріше так,Так,20,Так,Інша ІТ спеціальність,Так,Важко відповісти,Так,Так,
50.3805|30.3758,50.4265|30.5363,Нормальне,Нормальне,Нормальне,Важко відповісти,Нормальне,Важко відповісти,Нормальне,Важко відповісти,Важко відповісти,,Скоріше так,Скоріше так,Скоріше так,30,Ні,Інша ІТ спеціальність,Так,Важко відповісти,Скоріше так,Скоріше так,
м. Вознесенськ,"м. Вознесенськ, м. Миколаїв",Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Нормальне,Нормальне,Важко відповісти,побільше статей і текстів українською би,Так,Так,Так,26,Скоріше ні,Інша ІТ спеціальність,Так,Так,Так,Так,
50.0319|36.3435,50.0354|36.2268,,,,,,,,,,,Скоріше так,Ні,Ні,28,Ні,Project/Account Manager,Ні,Ні,Ні,Ні,
50.4881|30.4718,50.4563|30.5217,Нормальне,Нормальне,Погане,Погане,Погане,Погане,Погане,Погане,Нормальне,,Так,Так,Скоріше ні,30,Так,Software Developer,Так,Так,Так,Скоріше так,
Кихв,Миколи Грінченка 2/1,,,,,,,,,,,Ні,Ні,Так,33,Так,Software Developer,Скоріше ні,Скоріше ні,Скоріше ні,Ні,
50.4059|30.6498,50.4251|30.5090,Погане,Погане,Нормальне,Нормальне,Нормальне,Нормальне,Найкраще,Найкраще,Нормальне,,Так,Так,Скоріше ні,25,Так,BA/QA,Так,Так,Скоріше ні,Так,
50.4563|29.9353,0.0|0.0,Найкраще,Найкраще,Найкраще,Найкраще,Найкраще,Найкраще,Погане,Погане,Нормальне,"Макаров, Бузова, Стоянка. В Стянке громадный логистический центр есть. Офисные помещения там кажись есть. ",Ні,Так,Ні,40,Ні,Software Developer,Так,Ні,Так,Ні,
49.5241|23.9770,49.8360|24.0697,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,"Порада, околиці міста інколи краще ніж міста-сателіти",Ні,Так,Ні,29,Ні,Software Developer,Так,Ні,Так,Так,
49.8192|24.1500,49.8192|24.1500,Нормальне,Нормальне,Нормальне,,,Нормальне,,,Нормальне,,Так,Скоріше ні,Так,80,Ні,Software Developer,Так,Так,Так,Скоріше так,
50.4278|30.5387,50.4677|30.5246,Нормальне,Нормальне,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Нормальне,Нормальне,Найкраще,,Так,Скоріше так,Так,20,Так,BA/QA,Скоріше так,Скоріше ні,Скоріше ні,Так,
50.3798|30.3696,50.3798|30.3696,Нормальне,Найкраще,Погане,Погане,Погане,Погане,Нормальне,Погане,Нормальне,,Скоріше так,Так,Ні,29,Ні,BA/QA,Ні,Ні,Скоріше так,Скоріше так,
50.4027|30.3825,50.5147|30.5049,Найкраще,Нормальне,Найкраще,Важко відповісти,Нормальне,Найкраще,Погане,Погане,Найкраще,,Так,Так,Ні,34,Ні,Software Developer,Так,Важко відповісти,Скоріше так,Так,
49.8431|24.0268,49.8431|24.0268,Погане,Погане,Погане,Погане,Погане,Погане,Погане,Погане,Погане,,Так,Так,Так,89.99,Так,Спеціальність не пов'язана з ІТ,Так,Ні,Ні,Так,
49.9631|36.0923,49.9932|36.2321,,,,,,,,,,,Скоріше ні,Скоріше ні,Так,33,Ні,Інша ІТ спеціальність,Скоріше так,Скоріше ні,Скоріше ні,Скоріше так,
50.3815|30.3779,50.4476|30.4236,,,,,,,,,,,Так,Скоріше так,Скоріше так,30,Ні,Software Developer,Скоріше так,Важко відповісти,Важко відповісти,Ні,
50.3920|30.6129,50.4442|30.4528,Нормальне,Нормальне,Нормальне,Важко відповісти,Важко відповісти,Погане,Нормальне,Погане,Найкраще,,Так,Так,Скоріше так,31,Так,Інша ІТ спеціальність,Так,Так,Так,Так,
50.3969|30.6371,50.4498|30.4460,Погане,Погане,Погане,Погане,Погане,Погане,Погане,Погане,Погане,,Скоріше ні,Так,Скоріше так,30,Так,Software Developer,Скоріше так,Скоріше ні,Скоріше так,Скоріше ні,
49.9777|36.2510,48.2926|25.9332,Погане,Погане,Погане,Погане,Погане,Погане,Погане,Погане,Погане,,Так,Так,Так,27,Так,Software Developer,Так,Ні,Ні,Так,
50.4028|30.5324,50.4293|30.5017,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,,Так,Так,Скоріше ні,38,Ні,Software Developer,Скоріше ні,Скоріше так,Скоріше так,Скоріше так,
50.3825|30.3823,50.3963|30.4774,Найкраще,Найкраще,Найкраще,Важко відповісти,Погане,Погане,Нормальне,Нормальне,Важко відповісти,Кам'янець-Подільский,Так,Так,Так,26,Ні,Інша ІТ спеціальність,Так,Так,Так,Ні,
50.3915|30.6255,50.4475|30.4238,Погане,Нормальне,Погане,Погане,Важко відповісти,Погане,Нормальне,Нормальне,Важко відповісти,,Так,Так,Так,34,Так,Інша ІТ спеціальність,Важко відповісти,Так,Так,Так,
50.5832|30.4802,50.4392|30.5236,,,,,,,,,Найкраще,,Так,Скоріше так,Скоріше ні,26,Ні,BA/QA,Скоріше так,Скоріше так,Скоріше так,Скоріше ні,
50.4681|30.4865,50.4467|30.4232,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Нормальне,Нормальне,Важко відповісти,,Скоріше ні,Важко відповісти,Важко відповісти,25,Так,Software Developer,Скоріше ні,Скоріше ні,Скоріше так,Так,
50.2772|30.6041,50.3931|30.6129,,,,,,,,,,,Так,Так,Так,23,Скоріше так,Software Developer,Так,Так,Так,Так,
50.3729|31.3231,50.3729|31.3231,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Нормальне,Нормальне,Важко відповісти,,Так,Так,Скоріше ні,31,Ні,Software Developer,Так,Так,Так,Скоріше ні,
50.4564|30.3640,50.4223|30.5065,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Найкраще,Важко відповісти,Важко відповісти,,Так,Так,Ні,32,Так,Software Developer,Так,Ні,Так,Так,
50.5259|30.5167,50.4365|30.4995,Погане,Нормальне,Нормальне,Нормальне,Найкраще,Погане,Погане,Погане,Нормальне,,Скоріше так,Скоріше ні,Ні,29,Ні,Інша ІТ спеціальність,Скоріше так,Скоріше ні,Скоріше ні,Скоріше ні,
49.8339|24.0089,49.8404|24.0000,,,,,,,,,,,Скоріше так,Так,Скоріше так,27,Так,Інша ІТ спеціальність,Скоріше так,Скоріше так,Скоріше так,Так,
50.4859|30.5942,50.4531|30.4472,Погане,Нормальне,Погане,Погане,Нормальне,Нормальне,Нормальне,Нормальне,Найкраще,,Скоріше так,Скоріше так,Так,29,Ні,BA/QA,Так,Скоріше так,Скоріше так,Скоріше так,
50.4641|30.4397,50.4595|30.4887,Погане,Нормальне,Погане,Погане,Найкраще,Нормальне,Погане,Погане,Найкраще,,Скоріше ні,Скоріше так,Скоріше так,28,Ні,Software Developer,Так,Так,Так,Так,
50.4135|30.6275,50.4361|30.5183,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Золоче,Скоріше так,Скоріше так,Скоріше так,30,Так,Software Developer,Скоріше ні,Скоріше так,Скоріше так,Так,
50.4057|30.6185,50.4247|30.5063,Важко відповісти,Погане,Важко відповісти,Важко відповісти,Нормальне,Важко відповісти,Погане,Погане,Нормальне,c. Віта-Поштова,Ні,Скоріше так,Скоріше так,37,Ні,Software Developer,Так,Скоріше так,Скоріше ні,Скоріше так,
50.3914|30.3655,50.3914|30.3655,,Найкраще,,,,,,,,,Так,Так,Так,35,Ні,Software Developer,Так,Скоріше ні,Скоріше ні,Так,
49.8044|23.9905,49.8299|23.9963,Найкраще,Найкраще,Найкраще,Нормальне,Нормальне,Погане,Погане,Нормальне,Нормальне,,Так,Так,Скоріше так,25,Так,Software Developer,Так,Так,Важко відповісти,Так,
50.4551|30.4870,50.4575|30.4972,Нормальне,,,,Нормальне,,Погане,Погане,,,Скоріше ні,Скоріше ні,Так,26,Так,Software Developer,Скоріше так,Скоріше так,Скоріше так,Скоріше так,
50.4394|30.3390,50.4214|30.5243,Найкраще,Нормальне,Нормальне,Важко відповісти,Важко відповісти,Нормальне,Важко відповісти,Важко відповісти,Важко відповісти,,Так,Так,Скоріше ні,38,Так,Software Developer,Так,Так,Скоріше так,Скоріше так,
48.4735|35.0309,48.4633|35.0546,,,,,,,,,,,Скоріше так,Скоріше так,Так,29,Так,Software Developer,Так,Скоріше так,Так,Скоріше так,
50.4483|30.5983,50.4365|30.5230,Найкраще,Важко відповісти,Найкраще,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,,Скоріше так,Скоріше так,Скоріше так,26,Так,Software Developer,Скоріше ні,Скоріше так,Скоріше так,Скоріше так,
49.8427|36.6833,49.9924|36.2275,,,,,,,,,,,Так,Так,Ні,27,Ні,Software Developer,Скоріше так,Скоріше так,Скоріше так,Скоріше так,
50.4251|30.5434,50.4391|30.5236,Погане,Погане,Нормальне,Погане,Погане,Погане,Погане,Погане,Погане,"Работать в самом центре города в офисе А класса - прекрасно. Пригороды угнетают. Там нет динамики, культурной жизни и прочего.",Ні,Скоріше ні,Так,28,Так,Software Developer,Ні,Ні,Важко відповісти,Скоріше так,
50.4267|30.3945,50.4873|30.5024,Нормальне,Нормальне,Нормальне,,,,,,Найкраще,,Так,Так,Скоріше так,38,Так,Software Developer,Так,Так,Скоріше ні,Так,
50.0495|36.2099,50.0062|36.2418,,,,,,,,,,,Скоріше ні,Скоріше ні,Скоріше ні,31,Ні,BA/QA,Ні,Скоріше так,Скоріше так,Ні,
50.4937|30.4610,50.4665|30.5129,Нормальне,Найкраще,Нормальне,Погане,Погане,Погане,Погане,Погане,Найкраще,,Скоріше ні,Ні,Так,21,Так,BA/QA,Скоріше так,Скоріше так,Скоріше ні,Так,
47.8425|35.1354,47.8425|35.1354,,,,,,,,,,,Так,Скоріше ні,Скоріше ні,27,Ні,Software Developer,Так,Так,Так,Скоріше так,
50.5733|30.2146,50.4246|30.5065,Найкраще,Важко відповісти,Найкраще,Найкраще,Найкраще,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,,Так,Так,Ні,34,Скоріше так,Software Developer,Так,Скоріше ні,Ні,Ні,
50.4380|30.4140,50.4390|30.4986,Погане,Нормальне,Погане,Погане,Нормальне,Нормальне,Погане,Погане,Нормальне,,Так,Скоріше ні,Так,35,Ні,BA/QA,Так,Так,Важко відповісти,Ні,
50.4313|30.5149,50.4451|30.4542,Нормальне,,,,,,,Погане,Нормальне,,Так,Скоріше ні,Ні,30,Ні,Software Developer,Скоріше так,Важко відповісти,Скоріше так,Скоріше так,
50.3893|30.4589,50.4532|30.4587,Нормальне,Нормальне,Нормальне,Нормальне,Нормальне,Нормальне,Нормальне,Нормальне,Нормальне,,Скоріше так,Важко відповісти,Скоріше ні,24,Так,Software Developer,Скоріше ні,Скоріше ні,Важко відповісти,Скоріше так,
43.5941|-79.6429,43.6209|-79.6741,Погане,Погане,Погане,Погане,Погане,Погане,Погане,Погане,Погане,,Скоріше так,Скоріше ні,Скоріше так,37,Так,Software Developer,Скоріше ні,Ні,Ні,Важко відповісти,
50.4661|30.3480,50.4661|30.3480,Нормальне,Погане,Погане,Погане,Найкраще,Погане,Нормальне,Нормальне,Погане,,Так,Так,Так,25,Так,Software Developer,Скоріше так,Так,Скоріше ні,Ні,
49.5486|25.5612,49.5615|25.6000,,,,,,,,,,,Скоріше так,Так,Скоріше так,32,Так,Інша ІТ спеціальність,Так,Скоріше так,Скоріше так,Скоріше так,
50.4677|30.4054,50.4593|30.4464,Погане,Погане,Погане,Погане,Погане,Погане,Погане,Погане,Погане,,Скоріше ні,Ні,Так,24,Так,Software Developer,Скоріше ні,Ні,Ні,Скоріше так,
50.4365|30.6333,50.4343|30.4980,Нормальне,Нормальне,Найкраще,Нормальне,Нормальне,Нормальне,Погане,Нормальне,Нормальне,,Так,Так,Скоріше ні,24,Ні,Software Developer,Скоріше так,Скоріше так,Скоріше так,Так,
50.3870|30.6383,50.4308|30.5495,Нормальне,,Нормальне,,,,Нормальне,,,,Так,Скоріше так,Скоріше так,24,Так,BA/QA,Скоріше ні,Скоріше так,Скоріше так,Скоріше так,
50.4754|30.5971,50.4541|30.5984,Найкраще,Погане,Найкраще,,Нормальне,Важко відповісти,Нормальне,Важко відповісти,Нормальне,,Так,Так,Скоріше так,30,Так,BA/QA,Так,Скоріше ні,Ні,Скоріше так,
50.4509|30.6210,50.4365|30.5489,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Нормальне,Важко відповісти,Важко відповісти,,Ні,Скоріше так,Ні,23,Ні,Software Developer,Скоріше так,Ні,Ні,Ні,
49.8341|24.0132,49.8416|24.0013,,,,,,,,,,,Ні,Ні,Скоріше так,30,Ні,Software Developer,Скоріше так,Скоріше ні,Скоріше так,Скоріше ні,
"50.477792, 30.449371","50.462412, 30.449359",,,,,,,,,,,Ні,Важко відповісти,Так,26,Так,BA/QA,Важко відповісти,Скоріше так,Ні,Скоріше так,
49.7861|24.0613,49.8295|23.9945,,,,,,,,,,,Скоріше так,Скоріше так,Ні,25,Ні,Project/Account Manager,Так,Скоріше так,Скоріше так,Скоріше так,
50.4569|30.3840,50.4475|30.4223,Нормальне,Нормальне,Нормальне,,,,,,Нормальне,,Скоріше так,Скоріше ні,Скоріше так,22,Так,BA/QA,Скоріше так,Ні,Скоріше ні,Так,
50.5200|30.5023,50.4221|30.5058,Важко відповісти,Нормальне,Погане,Погане,Погане,Погане,Погане,Погане,Нормальне,,Скоріше ні,Важко відповісти,Скоріше так,27,Так,Software Developer,Так,Ні,Скоріше ні,Скоріше ні,
50.3939|30.6450,50.4180|30.5172,Нормальне,Нормальне,Погане,Нормальне,Погане,Погане,Погане,Нормальне,Нормальне,,Так,Так,Ні,25,Так,Software Developer,Так,Скоріше так,Скоріше так,Скоріше так,
50.5057|30.4361,50.4395|30.4980,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Нормальне,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,,Так,Так,Ні,41,Ні,Software Developer,Так,Скоріше так,Скоріше так,Важко відповісти,
50.5492|30.1540,50.4243|30.5071,Найкраще,Нормальне,Найкраще,Найкраще,Найкраще,Найкраще,Погане,Погане,Нормальне,Ми з сімєю більше 5 років том виїхали з Києва щоб жити на природі,Так,Так,Скоріше ні,37,Ні,Software Developer,Так,Так,Скоріше так,Скоріше ні,
49.8468|24.0020,49.8529|24.0283,,,,,,,,,,,Так,Так,Скоріше ні,24,Так,Software Developer,Скоріше так,Важко відповісти,Важко відповісти,Скоріше ні,
Львів,49.8322|24.0189,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,,Найкраще,Нормальне,Важко відповісти,,Так,Скоріше так,Так,22,Так,Software Developer,Так,Важко відповісти,Важко відповісти,Скоріше так,
50.3001|30.5743,50.3939|30.6134,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Нормальне,Нормальне,Важко відповісти,,Так,Так,Так,25,Так,Software Developer,Так,Ні,Важко відповісти,Так,
м.Осокорки,м. Выдубычи,Нормальне,Нормальне,Нормальне,Нормальне,Нормальне,Нормальне,Нормальне,Нормальне,Нормальне,,Скоріше так,Скоріше так,Скоріше ні,24,Так,BA/QA,Так,Ні,Так,Так,
50.4687|30.6351,50.4481|30.4218,Нормальне,Нормальне,Нормальне,,,,,,Нормальне,,Так,Так,Ні,21,Так,Software Developer,Так,Скоріше так,Так,Так,
50.4925|30.3346,50.4518|30.4465,Нормальне,Нормальне,Важко відповісти,Важко відповісти,Нормальне,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,,Скоріше так,Так,Скоріше так,27,Ні,Software Developer,Скоріше так,Скоріше так,Скоріше так,Скоріше так,
50.4050|30.5124,50.4050|30.5124,Найкраще,Найкраще,Нормальне,Нормальне,Нормальне,Нормальне,Погане,Погане,Найкраще,,Так,Скоріше ні,Так,31,Так,Software Developer,Так,Так,Скоріше так,Так,
50.4098|30.6256,50.4203|30.5288,Нормальне,Нормальне,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Погане,Нормальне,Нормальне,,Скоріше так,Важко відповісти,Скоріше так,25,Ні,Software Developer,Так,Скоріше так,Скоріше так,Скоріше так,
46.4621|30.7171,46.4685|30.7126,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,,Так,Скоріше так,Так,24,Так,Software Developer,Так,Ні,Так,Так,
49.8393|24.0047,49.8367|24.0114,,,,,,,,,,,Скоріше так,Скоріше ні,Так,23,Так,Software Developer,Скоріше так,Скоріше ні,Скоріше ні,Скоріше так,
50.4892|30.3430,50.4906|30.4740,Нормальне,Важко відповісти,Нормальне,Важко відповісти,Нормальне,Важко відповісти,Найкраще,Важко відповісти,Важко відповісти,,Так,Так,Ні,38,Так,Software Developer,Так,Важко відповісти,Скоріше так,Скоріше так,
50.3774|30.2434,50.4561|30.5908,,,,,,,,,,"Село Білогородка, там вже багато ІТ фахівців",Так,Так,Ні,30,Ні,BA/QA,Так,Так,Так,Ні,
50.4492|30.3059,50.4326|30.5148,,,,,,,,,,,Так,Так,Скоріше так,32,Ні,Software Developer,Так,Важко відповісти,Так,Ні,
50.3914|30.3094,50.3914|30.3094,Нормальне,Нормальне,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,,Так,Так,Скоріше так,28,Ні,Software Developer,Скоріше так,Ні,Скоріше так,Ні,
50.4393|30.4632,50.4349|30.4783,Найкраще,Найкраще,Найкраще,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,,Так,Скоріше так,Так,25,Скоріше ні,Інша ІТ спеціальність,Скоріше ні,Так,Скоріше ні,Скоріше ні,
50.4296|30.3340,50.4503|30.4102,,,,,,,,,,,Скоріше так,Так,Так,29,Ні,Software Developer,Скоріше так,Скоріше ні,Скоріше ні,Скоріше ні,
49.8375|24.0048,49.8375|24.0048,,,,,,,,,,,Так,Скоріше так,Так,22,Так,Інша ІТ спеціальність,Так,Скоріше так,Так,Скоріше ні,
50.0399|36.3602,50.0073|36.2412,,,,,,,,,,,Так,Скоріше так,Так,39,Ні,Software Developer,Так,Так,Так,Ні,
50.0241|36.3363,50.0083|36.2399,,,,,,,,,,,Так,Так,Так,32,Так,Software Developer,Так,Так,Скоріше так,Так,
48.5602|35.1020,48.4278|35.0395,,,,,,,,,,,Скоріше так,Скоріше так,Скоріше так,34,Ні,Software Developer,Так,Скоріше так,Скоріше так,Ні,
50.5331|30.2605,50.5331|30.2605,Нормальне,Важко відповісти,Нормальне,Важко відповісти,Погане,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,,Так,Так,Скоріше так,30,Ні,Software Developer,Скоріше ні,Ні,Ні,Так,
50.0376|36.3531,50.0093|36.2422,,,,,,,,,,,Скоріше так,Скоріше ні,Скоріше так,25,Ні,BA/QA,Так,Скоріше так,Скоріше так,Скоріше так,
49.2280|28.4491,49.2346|28.4643,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,,Скоріше ні,Скоріше так,Так,28,Ні,Software Developer,Ні,Скоріше ні,Скоріше так,Скоріше так,
50.4601|30.6247,50.4220|30.5580,Погане,Нормальне,Погане,Погане,Погане,Погане,Погане,Погане,Нормальне,,Скоріше так,Скоріше так,Ні,29,Так,Software Developer,Так,Ні,Ні,Так,
Одеса,46.4749|30.7462,,,,,,,,,,,Так,Так,Скоріше ні,30,Так,BA/QA,Так,Скоріше ні,Скоріше ні,Так,
48.1812|23.2993,25.5870|55.7996,Нормальне,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,,Так,Скоріше так,Так,41,Так,Software Developer,Так,Скоріше так,Скоріше так,Скоріше так,
